Ticker,Sector,ROE,Net Profit Margin,Debt to Equity,PE ratio,Revenue Growth,2015 PRICE VAR [%],Class
CVI,Energy,0.176,0.0191,0.6829999999999999,19.355,0.0138,3.531744860704781,1
NOA,Energy,-0.0062,-0.0025,0.6769,0.0,-0.2418,-43.41759622085623,0
GLP,Energy,0.1954,0.0066,1.013,8.3098,-0.1184,-42.89677256343849,0
AREX,Energy,0.0725,0.2173,0.5054,4.4685,0.426,-71.15987460229314,0
BCEI,Energy,0.1055,0.1639999999999999,0.7756,47.9914,0.3242,-78.48101104676032,0
CRK,Energy,0.0431,0.0976,0.8390000000000001,0.0,0.3211,-73.3997155744478,0
UGP,Energy,0.1613,0.0183,1.088,22.3145,-0.0145,-16.22197240764414,0
CEI,Energy,-0.1579,-0.8981,0.2433,0.0,-0.3671,143.33333333333334,1
PARR,Energy,-0.161,-0.0151,1.1279,0.0,2.5079,44.8615440955529,1
EXTN,Energy,0.0845,0.0549,0.0008,5.3571,-0.1279,-10.833337571885853,0
NGS,Energy,0.0671,0.1457,0.002,20.2105,0.0866,-3.001307268060306,0
GPRK,Energy,0.0215,0.0189,0.9841,36.6429,0.2671,-49.62686490644339,0
CLNE,Energy,-0.205,-0.209,1.3046,0.0,0.2169,-29.687500291038308,0
ICD,Energy,-0.119,-0.4004,0.0951,0.0,0.6442,-2.884608154465901,0
ESTE,Energy,0.1615,0.2249,0.3689,9.3612,0.5393,-43.36170034205659,0
IO,Energy,-0.9457,-0.2517,1.4054,0.0,-0.0721,-82.01438881827175,0
HOS,Energy,0.0646,0.1395,0.7715,10.1918,0.1581,-59.87081390114468,0
CKH,Energy,0.0715,0.0759,0.6232,13.7805,0.0578,-29.06882637212048,0
OBE,Energy,-0.3105,-0.8417,0.385,0.0,-0.2302,-59.02304252576882,0
SMLP,Energy,-0.0177,-0.062,0.8825,0.0,0.1961,-48.12151989545869,0
CEO,Energy,0.1586,0.2192,0.3597,6.2142,-0.0591,-18.64954250930285,0
KEG,Energy,-0.0174,-0.0137,0.6135,0.0,-0.1032,-71.08433734939759,0
GLOP,Energy,0.0885,0.2662,1.4369999999999998,33.6533,1.8721,-41.54153602383023,0
UNT,Energy,0.0584,0.0866,0.3482,12.1786,0.1635,-64.37956260068573,0
YUMA,Energy,-0.2695,-0.5143,0.2888,0.0,0.498,-89.20454545454545,0
TDW,Energy,0.0523,0.0977,0.5654,17.1197,0.1535,-77.09487467760233,0
USEG,Energy,0.0095,0.0314,0.0559,0.0,-0.0377,-89.33333290947806,0
EGY,Energy,-0.4297,-0.6073,0.0831,0.0,-0.2457,-65.29284213659865,0
MMLP,Energy,-0.0241,-0.0071,1.8302,0.0,0.0182,-17.77128397956675,0
BKEP,Energy,0.2299,0.1477,1.8007,33.25,-0.0413,-9.387420081313596,0
GEOS,Energy,0.1121,0.1558,0.0,12.4645,-0.2119,-47.06546375015024,0
BSM,Energy,0.259,0.3086,0.6032,19.4286,0.1829,1000.60683888138,1
TAT,Energy,0.1375,0.2094,0.6418,7.0,0.0612,-74.58866473473513,0
CCLP,Energy,0.0205,0.0398,0.9812,27.9362,1.3301,-12.026085375287886,0
CAPL,Energy,-0.0323,-0.0023,1.4879,0.0,0.3764,-27.83735113907072,0
VET,Energy,0.1332,0.2053,0.6125,22.3331,-0.0041,-41.25000332281873,0
CELP,Energy,-0.2729,-0.0498,1.0507,0.0,0.6233,-35.46649592468179,0
GPP,Energy,0.0,0.0,0.1203,22.8873,0.1642,11.382825827211914,1
SDPI,Energy,-0.0207,-0.031,0.794,0.0,0.6805,-75.9523800873702,0
TGA,Energy,0.023,0.0404,0.1382,27.6,-0.0998,-53.04257740232506,0
MXC,Energy,0.0225,0.0745,0.1843,51.4,0.3054,-38.47619011288597,0
DWSN,Energy,-0.0491,-0.0802,0.0527,0.0,-0.1166,-49.19236653467415,0
AE,Energy,0.0414,0.0016,0.0,32.2258,0.0474,-21.25436873466412,0
GNE,Energy,-0.2119,-0.0943,0.0,0.0,0.0064,83.03432123843035,1
PFIE,Energy,0.1291,0.1584,0.0,12.2727,1.0958,-60.080645083760864,0
PHX,Energy,0.2098,0.2962,0.6544,20.0336,0.3422,-28.128980310134093,0
SHI,Energy,-0.042,-0.0075,0.3461,0.0,-0.1393,33.88569920642255,1
BRN,Energy,0.035,0.0214,0.5781,32.75,0.2778,-33.56890297121791,0
DMLP,Energy,0.4687,0.6942,0.0,17.9789,-0.0106,-59.01787935401255,0
ENSV,Energy,0.222,0.0708,1.6505,14.6364,0.2171,-67.46987757133904,0
GBR,Energy,-0.1238,-0.5232,0.3669,0.0,-0.6473,-22.302154386323007,0
MCEP,Energy,0.0961,0.1781,0.8755,6.4388,0.5772,-81.0974714487805,0
PNRG,Energy,0.3885,0.1871,1.4565,6.3528,0.156,-27.347495247185076,0
SNMP,Energy,0.089,0.123,0.3979,0.0,0.7531,0.4023929672862442,1
TGC,Energy,-0.0245,-0.0572,0.0276,0.0,-0.1218,-51.99999809265137,0
INTC,Technology,0.2095,0.2095,0.2444,15.5565,0.06,-2.402207470077875,0
MU,Technology,0.283,0.1861,0.6114,11.4321,0.8029,-59.25179900025292,0
AAPL,Technology,0.3542,0.2161,0.3164,15.4253,0.0695,-2.0822684663317723,0
MSFT,Technology,0.2459,0.2542,0.2522,15.6767,0.1154,21.87848689696873,1
HPQ,Technology,0.1875,0.0885,0.7304,6.1257,-0.4955,-32.125196603884646,0
FB,Technology,0.0814,0.2358,0.0065,69.6607,0.5836,33.40982502671018,1
ORCL,Technology,0.2337,0.2862,0.514,17.343,0.0295,-16.441864939911294,0
JD,Technology,-0.1332,-0.0434,0.0504,0.0,0.6243,34.32555693070289,1
NOK,Technology,0.3147,0.2304,0.3328,6.9069,-0.1223,-10.175752230200496,0
TWTR,Technology,-0.1593,-0.4118,0.4432,0.0,1.1101,-36.70678741671654,0
AVGO,Technology,0.0811,0.0616,1.6987,82.2286,0.6940000000000001,46.76652152394804,1
AMAT,Technology,0.1362,0.1182,0.2475,23.9091,0.2082,-23.639003231809664,0
ZNGA,Technology,-0.1192,-0.3272,0.0,0.0,-0.2094,-1.8315000720495704,0
QCOM,Technology,0.2034,0.3008,0.0,15.8182,0.0652,-30.58608756561225,0
CSCO,Technology,0.1386,0.1666,0.3679,17.28,-0.0301,0.6924011157427385,1
GRPN,Technology,-0.0958,-0.024,0.0,0.0,0.182,-61.72070127164496,0
CRM,Technology,-0.0764,-0.057,0.6168,0.0,0.3347,32.34301030476945,1
ATVI,Technology,0.1154,0.1894,0.5978,17.6754,-0.0382,94.26837711805298,1
SQ,Technology,-0.5631,-0.1812,0.1096,0.0,0.539,0.1530256941902772,1
FLEX,Technology,0.1689999999999999,0.0139999999999999,0.9721,15.4,0.1077,0.9909878639362828,1
XRX,Technology,0.0949,0.0799,0.7249,10.6168,-0.3662,-21.94372470313273,0
CVLT,Technology,0.1385,0.1093,0.0,47.7574,0.1825,-23.66634518622568,0
NVDA,Technology,0.0987,0.1065,0.3083,20.6133,-0.0351,66.45145374864984,1
WDC,Technology,0.1829,0.1069,0.2757,13.5029,-0.0144,-43.08124624125746,0
ON,Technology,0.1166,0.06,0.7327,23.5581,0.1362,-3.921564960882991,0
INFY,Technology,0.2207,0.2123,0.0,17.5909,0.115,13.533803074474385,1
MRVL,Technology,0.0674,0.0926,0.0,22.5781,0.0744,-37.91233088146836,0
HPE,Technology,0.0448,0.0299,0.0375,10.5703,-0.0392,-7.582466674624921,0
TXN,Technology,0.2715,0.2163,0.4457,20.4866,0.0688,5.154601724184731,1
GDDY,Technology,-0.3492,-0.1033,3.4474,0.0,0.2268,60.30000686645508,1
AMZN,Technology,-0.0224,-0.0027,0.7695,0.0,0.1952,119.07495096484196,1
JBL,Technology,0.1076,0.0153,0.7505,18.1176,-0.0862,9.300401706923669,1
ACN,Technology,0.5132,0.0923,0.0047,17.4828,0.0487,21.487039712740764,1
ADSK,Technology,0.1012,0.1006,0.33,50.2451,-0.0166,2.3517580288709725,1
BIDU,Technology,0.2584,0.2689999999999999,0.5049,37.6667,0.5038,-15.259103579666196,0
ATHM,Technology,0.2043,0.351,0.0,32.1287,0.7170000000000001,-7.5946108692285295,0
GLW,Technology,0.1146,0.2545,0.1512,12.5989,0.2425,-18.607662033012083,0
STX,Technology,0.5544,0.1144,1.3842,12.2146,-0.0437,-41.945686271773326,0
TSM,Technology,0.2488,0.3334,0.2452,14.4695,0.2032,5.331632359516576,1
ZAYO,Technology,-0.4306,-0.1596,7.6345,0.0,0.1183,-13.302901576644102,0
NCR,Technology,0.1021,0.0289999999999999,1.9337,25.5614,0.0764,-16.290213349547756,0
VMW,Technology,0.1169,0.1468,0.1979,40.0583,0.159,-31.071033986749782,0
LRCX,Technology,0.1257,0.1372,0.2655,17.599,0.2802,1.3623548983553362,1
YNDX,Technology,0.3054,0.3353,0.4687,19.3222,-0.2629,-14.4256965222609,0
GOOGL,Technology,0.1361,0.2142,0.0504,25.3783,0.1888,46.91908747050967,1
CGNX,Technology,0.165,0.2849,0.0,29.5214,0.3861,-16.867038682339555,0
FSLR,Technology,0.0793,0.1168,0.0428,11.2626,0.0246,48.12569920062611,1
CTSH,Technology,0.1859,0.1402,0.2116,22.2194,0.1606,13.954817658624965,1
CTXS,Technology,0.1158,0.0801,0.5948,34.3272,0.0769,19.171387149900426,1
WIT,Technology,0.2269999999999999,0.1795,0.1502,33.6853,0.0529,3.460078239856996,1
HQY,Technology,0.5613,-0.115,0.0,0.0,0.3456,1.497971337879155,1
NTCT,Technology,0.12,0.1238,0.0,31.5798,0.1315,-15.216786691099276,0
TTWO,Technology,0.451,0.1538,0.5663,5.7863,0.9354,23.985763984411868,1
KLAC,Technology,0.1588,0.1989,0.2031,20.6952,0.0305,2.073555583059908,1
QRVO,Technology,0.0187,0.011,0.129,26.8702,0.1909,-27.69886303600695,0
DOX,Technology,0.1243,0.1185,0.0618,17.3132,0.0651,18.774618979765567,1
NUAN,Technology,-0.0582,-0.0782,0.8258,0.0,0.0367,40.664785038877895,1
TEL,Technology,0.1977,0.1488,0.4283,13.5484,0.0512,4.314173566056982,1
GPRO,Technology,0.1998,0.0919,0.0,59.0841,0.4144,-73.06714597106489,0
BW,Technology,-0.0386,-0.0179,0.0047,0.0,-0.1593,695566.6720435024,1
INXN,Technology,0.0804,0.1029,1.2876,44.2825,-0.0238,10.35871140306857,1
INFO,Technology,0.0693,0.1551,0.195,35.4941,0.1236,13.421051291830716,1
YY,Technology,0.3445,0.2894,0.7922,20.9857,0.9756,-4.887331104685909,0
NOW,Technology,-0.4185,-0.2628,1.0344,0.0,0.6074,28.465421619177704,1
AKAM,Technology,0.1134,0.17,0.2054,33.6684,0.2446,-16.790512145272356,0
MDRX,Technology,-0.0517,-0.0482,0.4413,0.0,0.0035,19.68871329077596,1
LPL,Technology,0.0791,0.0342,0.3716,6.5604,-0.0585,-25.28153679088408,0
NTAP,Technology,0.1685,0.1009,0.2615,18.7166,-0.0012,-34.70105536121756,0
VIAV,Technology,-0.015,-0.0192,0.4515,0.0,-0.4473,-21.85240488079509,0
RUN,Technology,-0.2181,-0.3568,1.3298,0.0,2.6273,78366.67147229126,1
VSH,Technology,0.0644,0.0472,0.2433,17.6875,0.0516,-12.73322243082668,0
TER,Technology,0.0391,0.0493,0.0,49.475,0.154,6.209307133579428,1
TRUE,Technology,-0.1943,-0.2344,0.0245,0.0,0.5426,-56.158088871751566,0
JNPR,Technology,-0.068,-0.0722,0.2742,0.0,-0.009,24.788719067372877,1
MCHP,Technology,0.1851,0.2047,0.478,24.0,0.221,6.905735864012892,1
KLIC,Technology,0.0798,0.1108,0.0242,17.5,0.0629,-18.902021284905075,0
HIMX,Technology,0.1409,0.0792,0.2751,21.2105,0.0906,6.346709365217334,1
INTU,Technology,0.2947,0.2138,0.1621,25.7767,0.0753,6.984995199415994,1
XLNX,Technology,0.2289999999999999,0.2646,0.5663,22.8987,0.0986,10.846339782312038,1
MTSI,Technology,-0.067,-0.0452,1.5166,0.0,0.3975,29.686008560625712,1
DBD,Technology,0.2152,0.0418,0.9509,19.5706,0.0589,-8.445868110916999,0
ABB,Technology,0.1594,0.0651,0.4711,18.7168,-0.0482,-12.791177854046635,0
SWKS,Technology,0.1807,0.1997,0.0,22.6434,0.2787,5.754799166069503,1
IIVI,Technology,0.057,0.0563,0.3584,23.3226,0.2399,37.07532879049092,1
TDC,Technology,0.215,0.1343,0.2742,18.5085,0.0149,-39.95454528115013,0
LDOS,Technology,0.1028,0.0285,0.8357,23.3711,-0.1076,35.173111198636164,1
ADI,Technology,0.1323,0.2197,0.1834,24.7363,0.0877,2.3489907750486547,1
OLED,Technology,0.0933,0.2191,0.0,30.8333,0.3027,94.63708772482462,1
PRO,Technology,-0.3701,-0.1972,1.1156,0.0,0.283,-13.02377835183044,0
SSNC,Technology,0.0974,0.1708,0.4602,37.019,0.0774,24.454614452916456,1
EXTR,Technology,-0.3657,-0.1103,0.7757,0.0,0.7356,14.285714285714285,1
VECO,Technology,-0.0906,-0.1704,0.0025,0.0,0.1842,-41.45785851013692,0
ZEN,Technology,-0.5929,-0.5306,0.0612,0.0,0.7635,7.610911121123547,1
ATEN,Technology,-0.3596,-0.1934,0.0,0.0,0.2665,44.49339202421577,1
BDC,Technology,0.0922,0.0323,2.1902,45.8198,0.1155,-39.15259990641768,0
ERIC,Technology,0.0802,0.0507,0.1673,26.2644,-0.156,-15.150741487345352,0
MANH,Technology,0.4505,0.1666,0.0,37.3578,0.1872,66.59112823605791,1
SPLK,Technology,-0.1007,-0.2611,0.0,0.0,0.5211,0.0340201691651776,1
STM,Technology,0.0256,0.0173,0.3606,53.3571,-0.0839,-7.198530363554608,0
NPTN,Technology,-0.1237,-0.0644,0.2892,0.0,0.0848,229.09090344242475,1
HMNY,Technology,-0.0443,-0.0167,0.0,0.0,-0.1993,-24.04371584699453,0
KN,Technology,-0.0704,-0.0951,0.3236,0.0,-0.2468,-42.043478592582375,0
EQIX,Technology,-0.1143,-0.1062,2.0457,0.0,0.1352,42.35297126809032,1
VRNT,Technology,0.0857,0.0592,1.0246,44.9901,0.0807,-30.27333221587685,0
FIS,Technology,0.1036,0.1059,0.7729,26.1345,0.0577,-1.3348838708298278,0
WDAY,Technology,-0.1453,-0.3679,0.4055,0.0,0.7136,-0.907851416101333,0
MXIM,Technology,0.146,0.1446,0.412,27.048,0.005,24.10982738229096,1
FORM,Technology,-0.0663,-0.0714,0.0,0.0,0.1598,8.303243628658294,1
BRKS,Technology,0.0488,0.065,0.0129,22.3617,0.143,-12.235682181129151,0
WB,Technology,-0.1168,-0.1955,0.0,0.0,0.7746,34.2050953776068,1
ASX,Technology,0.1507,0.0866,0.6739,13.4548,0.099,0.2619581923001029,1
LITE,Technology,0.0319,0.0131,0.0,0.0,0.0623,29.52941445743336,1
ANET,Technology,0.124,0.1179,0.0766,42.7887,0.617,24.186336884020424,1
CSIQ,Technology,0.3342,0.0809,1.9507,5.4977,0.7896,17.29444494958582,1
CARB,Technology,-0.6431,-0.0763,0.0,0.0,0.1439,-30.693069640817534,0
SAP,Technology,0.1682,0.1868,0.5919,20.9203,-0.0809,14.709176734138731,1
CREE,Technology,0.0413,0.0749,0.0,48.9706,0.1888,-16.838165481497587,0
COHR,Technology,0.0721,0.0744,0.0,25.9247,-0.0191,8.516667683919271,1
AYI,Technology,0.1511,0.0734,0.3024,30.7297,0.1457,67.64428436859312,1
IMMR,Technology,0.0538,0.0779,0.0,63.1333,0.1152,26.054052404455238,1
NTES,Technology,0.2034,0.4061,0.0876,16.8239,0.2473,85.91243627236469,1
LTRPA,Technology,-0.0245,-0.0166,0.825,0.0,0.2853,12.578847100851393,1
PTC,Technology,0.1876,0.1181,0.7166,27.1324,0.049,-4.7317674778731815,0
CDW,Technology,0.2615,0.0203,3.3807,24.4236,0.1213,21.54275844922885,1
EGOV,Technology,0.3751,0.1435,0.0,30.4915,0.0915,14.942713591676709,1
TRMB,Technology,0.0986,0.0957,0.3415,32.8171,0.0469,-20.289851785330782,0
SFUN,Technology,0.4003,0.3603,0.918,11.9968,0.1028,-8.05583729121173,0
SNE,Technology,-0.0568,-0.0165,0.5732,0.0,0.0465,20.08659373709089,1
SYNA,Technology,0.1876,0.1066,0.0068,67.6418,0.4278,25.042795856639103,1
MTCH,Technology,0.1848,0.1664,0.2384,16.0217,0.1061,-8.073268865212103,0
XNET,Technology,0.0236,0.0807,0.0002,0.0,0.1338,-5.500000715255737,0
MSI,Technology,0.475,0.2209,1.2431,12.6805,-0.0556,5.196549075564652,1
LPSN,Technology,-0.0407,-0.035,0.0,0.0,0.1807,-50.58565098535642,0
ADTN,Technology,0.0813,0.0708,0.0525,26.9136,-0.0183,-19.23018044111653,0
WHR,Technology,0.1331,0.0327,0.8899,23.3422,0.0588,-22.40668593133932,0
COMM,Technology,0.1811,0.0618,2.041,17.9764,0.1004,12.712234059999696,1
SHOP,Technology,-0.3294,-0.2124,0.0,0.0,1.0898,51.7647013944738,1
PANW,Technology,-0.4834,-0.3786,0.9964,0.0,0.5102,45.06671227631303,1
CHKP,Technology,0.1813,0.4409,0.0,22.4486,0.073,3.721639310499538,1
FFIV,Technology,0.2273,0.1797,0.0,28.7506,0.1693,-25.604237150122337,0
CRUS,Technology,0.1696,0.1513,0.0,11.5523,-0.1179,24.546612513301568,1
WSO,Technology,0.1713,0.0384,0.3432,24.7113,0.0538,12.911260970922156,1
RCM,Technology,0.5597,-0.3789,0.0,0.0,-0.5837,32.697367451032434,1
ASML,Technology,0.1593,0.2043,0.1536,32.5063,-0.0173,-16.725003707608618,0
ENS,Technology,0.1206,0.0608,0.2586,21.858,0.0864,-6.889585992650128,0
RP,Technology,-0.0312,-0.0254,0.0608,0.0,0.073,4.418608199718387,1
FLIR,Technology,0.1244,0.1308,0.2317,22.7535,0.0229,-11.546177836269276,0
JCOM,Technology,0.1516,0.2076,0.7239,23.8462,0.1502,36.71256607604696,1
TTMI,Technology,0.031,0.016,0.8135,41.9444,-0.0311,-11.788616152684035,0
IAC,Technology,0.2083,0.1334,0.5422,12.2068,0.0286,1.6028622235429273,1
UCTT,Technology,0.0602,0.0221,0.2554,0.0,-0.0873,-45.64756004149192,0
BCOR,Technology,-0.0742,-0.3427,0.4864,0.0,0.1371,-27.46113971349676,0
MOBL,Technology,-0.5377,-0.4678,0.0,0.0,0.2531,-63.42451938244032,0
APH,Technology,0.2439,0.1327,0.9136,23.8097,0.1584,-1.68245436506309,0
USAT,Technology,0.5123,0.6502,0.1009,2.7403,0.1782,90.12345152100384,1
SWIR,Technology,-0.0472,-0.0307,0.0746,0.0,0.2414,-67.17414072851568,0
HUBS,Technology,-0.4357,-0.4162,0.0016,0.0,0.4926,68.18997055915054,1
VRNS,Technology,-0.2041,-0.1914,0.0,0.0,0.3583,-43.2024166050668,0
ANY,Technology,-0.1494,-0.9445,0.2865,0.0,0.0,-72.0479704797048,0
SINA,Technology,0.0824,0.2761,0.3728,13.7537,0.2161,30.6532656218708,1
XPER,Technology,0.3149,0.6114,0.0,11.0712,0.6516,-13.448744694535383,0
AMBA,Technology,0.1641,0.1628,0.0,34.4409,0.3018,9.251276319784678,1
AMKR,Technology,0.1162,0.0415,1.3714,12.6786,0.0585,-14.606741272038148,0
MITK,Technology,-0.221,-0.2763,0.0,0.0,0.2936,29.2452845042097,1
BHE,Technology,0.063,0.0289999999999999,0.0074,16.7368,0.1159,-17.682187393473896,0
SREV,Technology,-0.5566,-0.3503,0.7068,0.0,-0.0011,2.4444474114312067,1
UPLD,Technology,-0.2818,-0.3115,0.3262,0.0,0.5676,-25.86750766499418,0
GLUU,Technology,0.0475,0.0365,0.0,43.3333,1.1129,-40.00000117737565,0
LLNW,Technology,-0.1159,-0.1516,0.0017,0.0,-0.0644,-47.2924170324857,0
CSGS,Technology,0.0996,0.0475,0.7134,22.7909,0.0051,50.359399320632974,1
DPW,Technology,-0.1482,-0.0729,0.0,0.0,0.0287,-58.46153846153847,0
WAT,Technology,0.2278,0.217,0.772,22.0156,0.0447,18.177032909100667,1
MKSI,Technology,0.107,0.1483,0.0,16.8664,0.1665,1.1275160838484015,1
CDK,Technology,0.1268,0.1153,0.0122,21.831,0.0745,18.47647834494937,1
MXL,Technology,-0.071,-0.0529,0.0,0.0,0.1125,97.45307596399408,1
AAOI,Technology,0.0372,0.0328,0.2601,37.4,0.6634,59.03614372640949,1
IRBT,Technology,0.0968,0.0679,0.0,27.0313,0.1425,1.6073518106727651,1
SOHU,Technology,-0.1387,-0.0996,0.0212,0.0,0.1948,9.09958150397174,1
IPHI,Technology,-0.0945,-0.2351,0.0,0.0,-0.0635,52.311165763113095,1
BLKB,Technology,0.1522,0.0501,1.5091,68.6667,0.1203,57.96052767282035,1
ENPH,Technology,-0.1715,-0.0234,0.0,0.0,0.477,-75.2990852847248,0
HLIT,Technology,-0.1244,-0.1067,0.0,0.0,-0.0614,-41.94008503890474,0
ST,Technology,0.2178,0.1177,2.1812,31.3832,0.2166,-11.863752673883154,0
CRTO,Technology,0.1099,0.0461,0.0356,52.4935,0.6767,-0.8512773266860433,0
ROG,Technology,0.0909,0.0874,0.1137,27.7007,0.1366,-35.10758914976654,0
UMC,Technology,0.0483,0.0746,0.1832,15.9972,0.065,-11.412189402318942,0
KEYS,Technology,0.5098,0.1337,1.4291,13.4043,0.0156,-15.230396541340957,0
AXTI,Technology,-0.01,-0.0166,0.0,0.0,-0.0215,-11.743769766046038,0
EPAM,Technology,0.1501,0.0954,0.0,32.2635,0.3151,69.18442152214871,1
FIVN,Technology,-0.905,-0.3665,1.1423,0.0,0.2255,93.7639254511262,1
EPAY,Technology,-0.0493,-0.0636,0.3841,0.0,0.1798,17.278102938287457,1
AVT,Technology,0.1116,0.0198,0.4241,11.2177,0.0802,1.5910534662600593,1
RMBS,Technology,0.0669,0.0884,0.3936,48.2174,0.0923,1.1343814485880086,1
OTEX,Technology,0.1329,0.1343,0.8036,26.3407,0.1917,-15.453909420657554,0
SANM,Technology,0.1581,0.0317,0.4364,8.9832,0.0504,-11.938386030536677,0
KOPN,Technology,-0.2568,-0.887,0.0,0.0,0.3891,-25.68306107039648,0
SATS,Technology,0.0433,0.0444,0.6701,23.5053,0.0497,-24.903989042969,0
RNWK,Technology,-0.3642,-0.4597,0.0,0.0,-0.2424,-39.37232722918303,0
DMRC,Technology,-0.3032,-0.6166,0.0,0.0,-0.2662,35.42284703770919,1
SAIC,Technology,0.2997,0.0274,1.3316,15.8841,-0.138,-5.246931890406311,0
DIOD,Technology,0.0829,0.0715,0.185,20.4222,0.0772,-15.97806500285893,0
SMTC,Technology,-0.3069,-0.2764,0.5446,0.0,0.0279,-32.5730561782157,0
EVTC,Technology,0.6976,0.1829,7.271,26.3452,0.0094,-22.261712951428684,0
SMCI,Technology,0.0882,0.0369,0.0968,22.3333,0.262,-29.4270067609002,0
BITA,Technology,0.2363,0.1855,0.0,37.5,0.7812,-62.146966894391134,0
COHU,Technology,0.0352,0.0275,0.0,35.2941,0.4761,3.6306280594893527,1
GRMN,Technology,0.107,0.1269,0.0,28.4444,0.0907,-25.769256889011245,0
TWOU,Technology,-0.3295,-0.2631,0.0,0.0,0.3262,43.634497945292,1
MLNX,Technology,-0.0342,-0.0518,0.0023,0.0,0.1875,-1.1262307702153227,0
AVID,Technology,-0.0432,0.0278,0.0,37.3947,-0.0589,-48.73417844614264,0
GNRC,Technology,0.3565,0.1195,2.2214,18.3373,-0.0167,-35.79900551325367,0
SPWR,Technology,0.1603,0.0812,0.763,13.6806,0.2074,16.72501477063891,1
RNG,Technology,-0.5009,-0.2198,0.2655,0.0,0.37,60.08147085200864,1
PEGA,Technology,0.1128,0.0564,0.0,47.2045,0.1592,35.81023174497659,1
NOVT,Technology,-0.115,-0.0665,0.5329999999999999,0.0,0.1508,-5.874225057248467,0
PXLW,Technology,-0.635,-0.1635,0.1913,0.0,0.2661,-49.14529483464092,0
AEIS,Technology,0.0989,0.1279,0.0,20.431,0.2269999999999999,16.556566236856955,1
ENR,Technology,0.2171,0.0855,0.0,48.6996,-0.0854,-72.9671807956627,0
VRTU,Technology,0.0919,0.0866,0.0,25.3864,0.1914,1.9733577182879067,1
MEET,Technology,-0.0429,-0.0884,0.0443,0.0,0.1099,130.9677441187134,1
AME,Technology,0.1804,0.1453,0.5291,22.0209,0.119,2.5231184954336587,1
SIMO,Technology,0.1462,0.1537,0.0016,17.9167,0.2841,25.441575770525706,1
VNET,Technology,-0.1582,-0.1211,1.8272,0.0,0.4323,36.73996984143776,1
KEM,Technology,-0.3087,-0.0822,1.7964,0.0,0.0118,-43.02884428792826,0
SCSC,Technology,0.1019,0.0281,0.0068,13.1765,0.0127,-18.49227873597161,0
LUNA,Technology,0.3425,0.282,0.042,3.55,0.1596,-25.0,0
CLS,Technology,0.0776,0.0192,0.0,19.2459,-0.0284,-5.967603039920339,0
HUBB,Technology,0.1688,0.0968,0.3094,19.3884,0.0551,-3.9289771925665486,0
MRCY,Technology,-0.0349,-0.0547,0.0,0.0,0.0746,41.45981418601545,1
STMP,Technology,0.1799,0.2504,0.0,20.8652,0.1522,130.32149665666915,1
FN,Technology,0.2149,0.1353,0.0387,7.8175,0.0566,38.32752987598136,1
VSAT,Technology,-0.01,-0.0069999999999999,0.733,0.0,0.207,-1.5332485102917406,0
WK,Technology,-0.7373,-0.3652,0.4454,0.0,0.3235,29.381441778604017,1
CACI,Technology,0.0997,0.038,0.9436,12.1471,-0.0319,8.362527216808193,1
JKS,Technology,0.2068,0.0745,2.4006,5.5796,0.3476,37.86746635292508,1
SNCR,Technology,0.0735,0.1266,0.4521,43.6042,-0.1196,-15.067502577081854,0
EIGI,Technology,-0.2455,-0.068,6.275,0.0,0.2106,-40.40348847198079,0
LOGI,Technology,0.0924,0.037,0.0,32.3696,-0.0435,22.20159849599638,1
EBIX,Technology,0.147,0.2966,0.2822,10.1131,0.0469,96.94144892291888,1
ANSS,Technology,0.1149,0.2721,0.0,29.6029,0.0868,13.302303639811832,1
ITRI,Technology,-0.0348,-0.0122,0.4757,0.0,0.0049,-13.569040187188088,0
SSYS,Technology,-0.0472,-0.1592,0.0198,0.0,0.5486,-71.03022990974817,0
TLRA,Technology,-0.1681,-0.1473,0.0,0.0,0.2101,-28.71972775074188,0
PRGS,Technology,0.091,0.1487,0.0,26.866,-0.0044,-10.246813784421764,0
RUBI,Technology,-0.145,-0.149,0.0008,0.0,0.4946,2.5561086284927432,1
ARW,Technology,0.1199,0.0219,0.5011,11.4634,0.0661,-5.675484678750218,0
ACLS,Technology,-0.0669,-0.0555,0.0863,0.0,0.0379,1.568625984353196,1
DSGX,Technology,0.0384,0.0635,0.1615,95.8667,0.1924,36.32043820591648,1
MODN,Technology,-0.2347,-0.2554,0.0,0.0,-0.1977,5.084745458305619,1
PCTY,Technology,-0.1031,-0.0864,0.0,0.0,0.4062,57.96649441582266,1
ASUR,Technology,-0.0586,-0.0096,3.3843,0.0,0.068,-17.999995838512074,0
AEHR,Technology,0.0599,0.0214,0.1102,56.5,0.1938,-31.636363809758965,0
BMI,Technology,0.1385,0.0814,0.3543,28.5337,0.0917,2.726698451488781,1
SNPS,Technology,0.0848,0.1259,0.0245,24.5389,0.0485,5.82367105589939,1
NATI,Technology,0.1131,0.1016,0.0,31.404,0.0608,-5.523704910279164,0
PLXS,Technology,0.1116,0.0367,0.3411,14.6589,0.0674,-13.926550575251088,0
MANT,Technology,0.0409999999999999,0.0267,0.0,23.8031,-0.2321,3.6562934762870745,1
DSPG,Technology,0.0246,0.0252,0.0,67.9375,-0.0531,-7.9024431182117,0
BCOV,Technology,-0.2092,-0.1351,0.0144,0.0,0.1376,-19.896640922387917,0
SYNC,Technology,-0.3044,-0.1213,0.0596,0.0,-0.0468,-14.634144355823803,0
